homeTeam,awayTeam,league,result,odds,date
Genoa,Atalanta,Serie A,1:2,"['3.21', '3.29', '2.30']",2017-12-12
Lazio,Torino,Serie A,1:3,"['1.51', '4.38', '6.23']",2017-12-11
Napoli,Fiorentina,Serie A,0:0,"['1.44', '4.64', '7.03']",2017-12-10
Udinese,Benevento,Serie A,2:0,"['1.47', '4.42', '6.89']",2017-12-10
Spal,Verona,Serie A,2:2,"['2.16', '3.33', '3.48']",2017-12-10
Sassuolo,Crotone,Serie A,2:1,"['1.71', '3.66', '5.28']",2017-12-10
Chievo,AS Roma,Serie A,0:0,"['5.59', '4.01', '1.61']",2017-12-10
AC Milan,Bologna,Serie A,2:1,"['1.52', '4.09', '6.65']",2017-12-10
Cagliari,Sampdoria,Serie A,2:2,"['2.46', '3.34', '2.90']",2017-12-09
Juventus,Inter,Serie A,0:0,"['1.88', '3.40', '4.45']",2017-12-09
Crotone,Udinese,Serie A,0:3,"['3.21', '3.08', '2.42']",2017-12-04
Verona,Genoa,Serie A,0:1,"['3.35', '3.35', '2.20']",2017-12-04
Sampdoria,Lazio,Serie A,1:2,"['3.66', '3.70', '1.97']",2017-12-03
Bologna,Cagliari,Serie A,1:1,"['2.10', '3.27', '3.71']",2017-12-03
Inter,Chievo,Serie A,5:0,"['1.40', '4.71', '7.94']",2017-12-03
Fiorentina,Sassuolo,Serie A,3:0,"['1.58', '4.12', '5.72']",2017-12-03
Benevento,AC Milan,Serie A,2:2,"['9.22', '5.32', '1.33']",2017-12-03
Torino,Atalanta,Serie A,1:1,"['2.62', '3.38', '2.69']",2017-12-02
AS Roma,Spal,Serie A,3:1,"['1.24', '6.23', '12.48']",2017-12-01
Napoli,Juventus,Serie A,0:1,"['2.12', '3.21', '3.78']",2017-12-01
Atalanta,Benevento,Serie A,1:0,"['1.21', '6.43', '14.36']",2017-11-27
Udinese,Napoli,Serie A,0:1,"['9.68', '5.29', '1.32']",2017-11-26
Genoa,AS Roma,Serie A,1:1,"['4.98', '3.81', '1.70']",2017-11-26
Lazio,Fiorentina,Serie A,1:1,"['1.68', '3.98', '4.86']",2017-11-26
Juventus,Crotone,Serie A,3:0,"['1.13', '8.10', '22.17']",2017-11-26
AC Milan,Torino,Serie A,0:0,"['1.75', '3.78', '4.66']",2017-11-26
Bologna,Sampdoria,Serie A,3:0,"['2.44', '3.27', '2.98']",2017-11-25
Cagliari,Inter,Serie A,1:3,"['5.04', '3.93', '1.67']",2017-11-25
Chievo,Spal,Serie A,2:1,"['1.76', '3.55', '4.99']",2017-11-25
Sassuolo,Verona,Serie A,0:2,"['1.66', '3.94', '5.18']",2017-11-25
Verona,Bologna,Serie A,2:3,"['3.27', '3.17', '2.34']",2017-11-20
Crotone,Genoa,Serie A,0:1,"['3.17', '3.17', '2.38']",2017-11-19
Sampdoria,Juventus,Serie A,3:2,"['6.12', '4.03', '1.57']",2017-11-19
Inter,Atalanta,Serie A,2:0,"['1.83', '3.51', '4.57']",2017-11-19
Spal,Fiorentina,Serie A,1:1,"['3.97', '3.51', '1.95']",2017-11-19
Benevento,Sassuolo,Serie A,1:2,"['3.24', '3.35', '2.25']",2017-11-19
Udinese,Cagliari,Serie A,0:1,"['1.97', '3.48', '3.91']",2017-11-19
Torino,Chievo,Serie A,1:1,"['1.76', '3.75', '4.64']",2017-11-19
Napoli,AC Milan,Serie A,2:1,"['1.45', '4.71', '6.82']",2017-11-18
AS Roma,Lazio,Serie A,2:1,"['2.20', '3.50', '3.25']",2017-11-18
Atalanta,Spal,Serie A,1:1,"['1.35', '4.95', '9.21']",2017-11-05
Cagliari,Verona,Serie A,2:1,"['1.81', '3.62', '4.49']",2017-11-05
Chievo,Napoli,Serie A,0:0,"['7.40', '4.75', '1.42']",2017-11-05
Fiorentina,AS Roma,Serie A,2:4,"['3.20', '3.63', '2.16']",2017-11-05
Inter,Torino,Serie A,1:1,"['1.58', '4.25', '5.53']",2017-11-05
Juventus,Benevento,Serie A,2:1,"['1.05', '14.24', '35.91']",2017-11-05
Sassuolo,AC Milan,Serie A,0:2,"['4.07', '3.63', '1.89']",2017-11-05
Bologna,Crotone,Serie A,2:3,"['1.76', '3.42', '5.25']",2017-11-04
Genoa,Sampdoria,Serie A,0:2,"['2.48', '3.28', '2.90']",2017-11-04
Verona,Inter,Serie A,1:2,"['8.23', '5.17', '1.36']",2017-10-30
Napoli,Sassuolo,Serie A,3:1,"['1.14', '9.01', '16.64']",2017-10-29
Spal,Genoa,Serie A,1:0,"['3.04', '3.10', '2.50']",2017-10-29
Sampdoria,Chievo,Serie A,4:1,"['2.11', '3.40', '3.54']",2017-10-29
Udinese,Atalanta,Serie A,2:1,"['3.76', '3.41', '2.04']",2017-10-29
Crotone,Fiorentina,Serie A,2:1,"['5.36', '3.93', '1.64']",2017-10-29
Benevento,Lazio,Serie A,1:5,"['10.02', '5.73', '1.29']",2017-10-29
Torino,Cagliari,Serie A,2:1,"['1.55', '4.32', '5.71']",2017-10-29
AC Milan,Juventus,Serie A,0:2,"['3.99', '3.53', '1.93']",2017-10-28
AS Roma,Bologna,Serie A,1:0,"['1.31', '5.43', '9.54']",2017-10-28
Sassuolo,Udinese,Serie A,0:1,"['1.89', '3.53', '4.18']",2017-10-25
Juventus,Spal,Serie A,4:1,"['1.12', '9.03', '22.41']",2017-10-25
Genoa,Napoli,Serie A,2:3,"['7.98', '4.87', '1.39']",2017-10-25
Fiorentina,Torino,Serie A,3:0,"['1.74', '3.92', '4.57']",2017-10-25
Chievo,AC Milan,Serie A,1:4,"['3.39', '3.32', '2.20']",2017-10-25
Bologna,Lazio,Serie A,1:2,"['4.79', '3.70', '1.75']",2017-10-25
Cagliari,Benevento,Serie A,2:1,"['1.66', '3.91', '5.21']",2017-10-25
AS Roma,Crotone,Serie A,1:0,"['1.17', '7.57', '16.36']",2017-10-25
Atalanta,Verona,Serie A,3:0,"['1.31', '5.44', '9.82']",2017-10-25
Inter,Sampdoria,Serie A,3:2,"['1.42', '4.71', '7.35']",2017-10-24
Lazio,Cagliari,Serie A,3:0,"['1.24', '6.47', '11.21']",2017-10-22
Udinese,Juventus,Serie A,2:6,"['8.77', '4.64', '1.39']",2017-10-22
Torino,AS Roma,Serie A,0:1,"['3.63', '3.75', '1.97']",2017-10-22
Spal,Sassuolo,Serie A,0:1,"['2.87', '3.33', '2.48']",2017-10-22
Chievo,Verona,Serie A,3:2,"['2.05', '3.33', '3.80']",2017-10-22
Benevento,Fiorentina,Serie A,0:3,"['5.92', '4.34', '1.54']",2017-10-22
Atalanta,Bologna,Serie A,1:0,"['1.59', '3.93', '6.08']",2017-10-22
AC Milan,Genoa,Serie A,0:0,"['1.61', '3.94', '5.78']",2017-10-22
Napoli,Inter,Serie A,0:0,"['1.48', '4.65', '6.25']",2017-10-21
Sampdoria,Crotone,Serie A,5:0,"['1.54', '4.11', '6.44']",2017-10-21
Verona,Benevento,Serie A,1:0,"['1.88', '3.58', '4.24']",2017-10-16
Crotone,Torino,Serie A,2:2,"['3.39', '3.31', '2.20']",2017-10-15
Sampdoria,Atalanta,Serie A,3:1,"['3.25', '3.31', '2.28']",2017-10-15
Sassuolo,Chievo,Serie A,0:0,"['2.23', '3.27', '3.40']",2017-10-15
Fiorentina,Udinese,Serie A,2:1,"['1.63', '3.95', '5.52']",2017-10-15
Inter,AC Milan,Serie A,3:2,"['2.21', '3.32', '3.40']",2017-10-15
Cagliari,Genoa,Serie A,2:3,"['2.39', '3.16', '3.17']",2017-10-15
Bologna,Spal,Serie A,2:1,"['1.96', '3.29', '4.26']",2017-10-15
AS Roma,Napoli,Serie A,0:1,"['3.18', '3.59', '2.19']",2017-10-14
Juventus,Lazio,Serie A,1:2,"['1.57', '4.12', '6.03']",2017-10-14
Chievo,Fiorentina,Serie A,2:1,"['2.90', '3.24', '2.52']",2017-10-01
Torino,Verona,Serie A,2:2,"['1.29', '5.71', '10.14']",2017-10-01
Spal,Crotone,Serie A,1:1,"['1.91', '3.35', '4.39']",2017-10-01
Lazio,Sassuolo,Serie A,6:1,"['1.51', '4.33', '6.42']",2017-10-01
Napoli,Cagliari,Serie A,3:0,"['1.12', '9.54', '20.10']",2017-10-01
Benevento,Inter,Serie A,1:2,"['10.26', '5.77', '1.29']",2017-10-01
Atalanta,Juventus,Serie A,2:2,"['4.82', '3.45', '1.81']",2017-10-01
AC Milan,AS Roma,Serie A,0:2,"['2.50', '3.53', '2.72']",2017-10-01
Genoa,Bologna,Serie A,0:1,"['2.23', '3.19', '3.50']",2017-09-30
Udinese,Sampdoria,Serie A,4:0,"['2.52', '3.26', '2.88']",2017-09-30
Cagliari,Chievo,Serie A,0:2,"['2.25', '3.26', '3.35']",2017-09-24
Crotone,Benevento,Serie A,2:0,"['2.01', '3.29', '4.06']",2017-09-24
Fiorentina,Atalanta,Serie A,1:1,"['2.28', '3.38', '3.18']",2017-09-24
Inter,Genoa,Serie A,1:0,"['1.33', '5.19', '9.41']",2017-09-24
Sampdoria,AC Milan,Serie A,2:0,"['3.67', '3.57', '2.02']",2017-09-24
Sassuolo,Bologna,Serie A,0:1,"['2.05', '3.30', '3.90']",2017-09-24
Verona,Lazio,Serie A,0:3,"['5.74', '4.20', '1.57']",2017-09-24
Spal,Napoli,Serie A,2:3,"['12.98', '6.56', '1.22']",2017-09-23
Juventus,Torino,Serie A,4:0,"['1.39', '4.81', '8.22']",2017-09-23
AS Roma,Udinese,Serie A,3:1,"['1.23', '6.42', '12.31']",2017-09-23
Udinese,Torino,Serie A,2:3,"['3.14', '3.51', '2.25']",2017-09-20
AC Milan,Spal,Serie A,2:0,"['1.23', '6.30', '12.60']",2017-09-20
Atalanta,Crotone,Serie A,5:1,"['1.35', '4.76', '9.86']",2017-09-20
Benevento,AS Roma,Serie A,0:4,"['9.45', '5.54', '1.31']",2017-09-20
Cagliari,Sassuolo,Serie A,0:1,"['2.17', '3.37', '3.41']",2017-09-20
Genoa,Chievo,Serie A,1:1,"['2.24', '3.22', '3.41']",2017-09-20
Juventus,Fiorentina,Serie A,1:0,"['1.38', '4.80', '8.56']",2017-09-20
Lazio,Napoli,Serie A,1:4,"['3.40', '3.57', '2.11']",2017-09-20
Verona,Sampdoria,Serie A,0:0,"['3.58', '3.40', '2.10']",2017-09-20
Bologna,Inter,Serie A,1:1,"['5.75', '3.94', '1.61']",2017-09-19
Genoa,Lazio,Serie A,2:3,"['4.00', '3.55', '1.94']",2017-09-17
Spal,Cagliari,Serie A,0:2,"['2.40', '3.28', '3.03']",2017-09-17
Sassuolo,Juventus,Serie A,1:3,"['7.70', '4.24', '1.46']",2017-09-17
Napoli,Benevento,Serie A,6:0,"['1.09', '10.72', '25.34']",2017-09-17
Torino,Sampdoria,Serie A,2:2,"['1.70', '3.98', '4.75']",2017-09-17
Chievo,Atalanta,Serie A,1:1,"['2.94', '3.19', '2.52']",2017-09-17
AC Milan,Udinese,Serie A,2:1,"['1.36', '4.90', '8.81']",2017-09-17
AS Roma,Verona,Serie A,3:0,"['1.20', '6.99', '14.03']",2017-09-16
Fiorentina,Bologna,Serie A,2:1,"['1.54', '4.17', '6.34']",2017-09-16
Crotone,Inter,Serie A,0:2,"['8.28', '4.75', '1.39']",2017-09-16
Udinese,Genoa,Serie A,1:0,"['2.42', '3.18', '3.11']",2017-09-10
Verona,Fiorentina,Serie A,0:5,"['3.69', '3.49', '2.04']",2017-09-10
Atalanta,Sassuolo,Serie A,2:1,"['1.62', '3.92', '5.68']",2017-09-10
Benevento,Torino,Serie A,0:1,"['3.91', '3.61', '1.94']",2017-09-10
Bologna,Napoli,Serie A,0:3,"['8.85', '5.11', '1.35']",2017-09-10
Cagliari,Crotone,Serie A,1:0,"['1.62', '3.90', '5.78']",2017-09-10
Inter,Spal,Serie A,2:0,"['1.21', '6.79', '13.44']",2017-09-10
Lazio,AC Milan,Serie A,4:1,"['2.31', '3.48', '3.06']",2017-09-10
Juventus,Chievo,Serie A,3:0,"['1.25', '5.97', '13.03']",2017-09-09
Torino,Sassuolo,Serie A,3:0,"['1.65', '4.04', '5.07']",2017-08-27
AC Milan,Cagliari,Serie A,2:1,"['1.31', '5.52', '9.62']",2017-08-27
Chievo,Lazio,Serie A,1:2,"['3.92', '3.43', '1.99']",2017-08-27
Crotone,Verona,Serie A,0:0,"['2.74', '3.12', '2.74']",2017-08-27
Fiorentina,Sampdoria,Serie A,1:2,"['1.67', '4.08', '4.88']",2017-08-27
Napoli,Atalanta,Serie A,3:1,"['1.34', '5.23', '8.75']",2017-08-27
Spal,Udinese,Serie A,3:2,"['2.46', '3.24', '2.99']",2017-08-27
AS Roma,Inter,Serie A,1:3,"['2.20', '3.53', '3.20']",2017-08-26
Genoa,Juventus,Serie A,2:4,"['8.19', '4.38', '1.43']",2017-08-26
Benevento,Bologna,Serie A,0:1,"['2.62', '3.20', '2.82']",2017-08-26
Sassuolo,Genoa,Serie A,0:0,"['1.91', '3.54', '4.15']",2017-08-20
Udinese,Chievo,Serie A,1:2,"['2.03', '3.29', '3.93']",2017-08-20
Lazio,Spal,Serie A,0:0,"['1.27', '5.83', '11.01']",2017-08-20
Sampdoria,Benevento,Serie A,2:1,"['1.62', '3.88', '5.66']",2017-08-20
Bologna,Torino,Serie A,1:1,"['3.21', '3.32', '2.28']",2017-08-20
Inter,Fiorentina,Serie A,3:0,"['1.50', '4.35', '6.44']",2017-08-20
Crotone,AC Milan,Serie A,0:3,"['6.91', '4.22', '1.49']",2017-08-20
Atalanta,AS Roma,Serie A,0:1,"['2.90', '3.38', '2.44']",2017-08-20
Juventus,Cagliari,Serie A,3:0,"['1.14', '8.30', '21.04']",2017-08-19
Verona,Napoli,Serie A,1:3,"['7.75', '4.78', '1.40']",2017-08-19
