homeTeam,awayTeam,league,result,odds,date
Norwich,Watford,Premier League,0:2,"['2.88', '3.59', '2.38']",2019-11-08
Crystal Palace,Leicester,Premier League,0:2,"['3.71', '3.46', '2.06']",2019-11-03
Everton,Tottenham,Premier League,1:1,"['2.48', '3.57', '2.77']",2019-11-03
Brighton,Norwich,Premier League,2:0,"['1.58', '4.39', '5.36']",2019-11-02
West Ham,Newcastle,Premier League,2:3,"['1.84', '3.70', '4.33']",2019-11-02
Watford,Chelsea,Premier League,1:2,"['5.14', '4.27', '1.62']",2019-11-02
Manchester City,Southampton,Premier League,2:1,"['1.07', '12.82', '30.21']",2019-11-02
Sheffield Utd,Burnley,Premier League,3:0,"['2.25', '3.17', '3.48']",2019-11-02
Bournemouth,Manchester Utd,Premier League,1:0,"['3.61', '3.53', '2.07']",2019-11-02
Aston Villa,Liverpool,Premier League,1:2,"['9.30', '6.08', '1.29']",2019-11-02
Arsenal,Wolves,Premier League,1:1,"['1.75', '3.85', '4.67']",2019-11-02
Arsenal,Crystal Palace,Premier League,2:2,"['1.47', '4.70', '6.56']",2019-10-27
Liverpool,Tottenham,Premier League,2:1,"['1.47', '4.78', '6.39']",2019-10-27
Newcastle,Wolves,Premier League,1:1,"['3.40', '3.06', '2.37']",2019-10-27
Norwich,Manchester Utd,Premier League,1:3,"['4.53', '3.74', '1.80']",2019-10-27
Manchester City,Aston Villa,Premier League,3:0,"['1.07', '13.87', '26.69']",2019-10-26
West Ham,Sheffield Utd,Premier League,1:1,"['2.26', '3.39', '3.25']",2019-10-26
Watford,Bournemouth,Premier League,0:0,"['2.27', '3.52', '3.11']",2019-10-26
Burnley,Chelsea,Premier League,2:4,"['5.02', '4.00', '1.68']",2019-10-26
Brighton,Everton,Premier League,3:2,"['2.65', '3.31', '2.73']",2019-10-26
Southampton,Leicester,Premier League,0:9,"['3.12', '3.32', '2.36']",2019-10-25
Sheffield Utd,Arsenal,Premier League,1:0,"['3.66', '3.55', '2.04']",2019-10-21
Manchester Utd,Liverpool,Premier League,1:1,"['4.01', '3.49', '1.96']",2019-10-20
Aston Villa,Brighton,Premier League,2:1,"['2.36', '3.43', '3.03']",2019-10-19
Bournemouth,Norwich,Premier League,0:0,"['1.74', '4.22', '4.28']",2019-10-19
Chelsea,Newcastle,Premier League,1:0,"['1.28', '5.94', '10.87']",2019-10-19
Crystal Palace,Manchester City,Premier League,0:2,"['11.88', '7.17', '1.22']",2019-10-19
Everton,West Ham,Premier League,2:0,"['1.79', '3.99', '4.27']",2019-10-19
Leicester,Burnley,Premier League,2:1,"['1.49', '4.35', '6.77']",2019-10-19
Tottenham,Watford,Premier League,1:1,"['1.50', '4.46', '6.54']",2019-10-19
Wolves,Southampton,Premier League,1:1,"['2.05', '3.25', '4.01']",2019-10-19
Manchester City,Wolves,Premier League,0:2,"['1.13', '8.82', '20.03']",2019-10-06
Newcastle,Manchester Utd,Premier League,1:0,"['3.89', '3.29', '2.07']",2019-10-06
Southampton,Chelsea,Premier League,1:4,"['4.66', '4.15', '1.69']",2019-10-06
Arsenal,Bournemouth,Premier League,1:0,"['1.36', '5.63', '7.50']",2019-10-06
West Ham,Crystal Palace,Premier League,1:2,"['1.99', '3.62', '3.75']",2019-10-05
Watford,Sheffield Utd,Premier League,0:0,"['2.34', '3.27', '3.20']",2019-10-05
Norwich,Aston Villa,Premier League,1:5,"['2.40', '3.58', '2.85']",2019-10-05
Burnley,Everton,Premier League,1:0,"['3.16', '3.23', '2.38']",2019-10-05
Liverpool,Leicester,Premier League,2:1,"['1.57', '4.33', '5.63']",2019-10-05
Brighton,Tottenham,Premier League,3:0,"['5.00', '3.88', '1.71']",2019-10-05
Manchester Utd,Arsenal,Premier League,1:1,"['2.22', '3.53', '3.18']",2019-09-30
Leicester,Newcastle,Premier League,5:0,"['1.52', '4.15', '6.89']",2019-09-29
Aston Villa,Burnley,Premier League,2:2,"['2.29', '3.40', '3.19']",2019-09-28
Bournemouth,West Ham,Premier League,2:2,"['2.38', '3.60', '2.86']",2019-09-28
Chelsea,Brighton,Premier League,2:0,"['1.42', '4.71', '7.58']",2019-09-28
Crystal Palace,Norwich,Premier League,2:0,"['1.91', '3.78', '3.90']",2019-09-28
Everton,Manchester City,Premier League,1:3,"['8.54', '5.46', '1.34']",2019-09-28
Sheffield Utd,Liverpool,Premier League,0:1,"['8.67', '5.28', '1.35']",2019-09-28
Tottenham,Southampton,Premier League,2:1,"['1.38', '5.02', '8.09']",2019-09-28
Wolves,Watford,Premier League,2:0,"['1.92', '3.44', '4.26']",2019-09-28
Chelsea,Liverpool,Premier League,1:2,"['3.23', '3.68', '2.16']",2019-09-22
Crystal Palace,Wolves,Premier League,1:1,"['2.74', '3.09', '2.81']",2019-09-22
West Ham,Manchester Utd,Premier League,2:0,"['3.07', '3.46', '2.32']",2019-09-22
Arsenal,Aston Villa,Premier League,3:2,"['1.41', '5.05', '7.17']",2019-09-22
Burnley,Norwich,Premier League,2:0,"['2.01', '3.72', '3.60']",2019-09-21
Everton,Sheffield Utd,Premier League,0:2,"['1.75', '3.56', '5.21']",2019-09-21
Leicester,Tottenham,Premier League,2:1,"['2.71', '3.42', '2.60']",2019-09-21
Manchester City,Watford,Premier League,8:0,"['1.10', '10.59', '23.67']",2019-09-21
Newcastle,Brighton,Premier League,0:0,"['2.38', '3.19', '3.20']",2019-09-21
Southampton,Bournemouth,Premier League,1:3,"['2.18', '3.54', '3.30']",2019-09-20
Aston Villa,West Ham,Premier League,0:0,"['2.72', '3.59', '2.50']",2019-09-16
Watford,Arsenal,Premier League,2:2,"['4.07', '3.85', '1.86']",2019-09-15
Bournemouth,Everton,Premier League,3:1,"['3.32', '3.48', '2.19']",2019-09-15
Brighton,Burnley,Premier League,1:1,"['2.12', '3.37', '3.61']",2019-09-14
Liverpool,Newcastle,Premier League,3:1,"['1.19', '7.29', '14.50']",2019-09-14
Manchester Utd,Leicester,Premier League,1:0,"['2.11', '3.34', '3.71']",2019-09-14
Norwich,Manchester City,Premier League,3:2,"['25.21', '11.67', '1.09']",2019-09-14
Sheffield Utd,Southampton,Premier League,0:1,"['2.46', '3.24', '3.02']",2019-09-14
Tottenham,Crystal Palace,Premier League,4:0,"['1.41', '4.91', '7.65']",2019-09-14
Wolves,Chelsea,Premier League,2:5,"['3.03', '3.39', '2.38']",2019-09-14
Arsenal,Tottenham,Premier League,2:2,"['2.56', '3.62', '2.65']",2019-09-01
Everton,Wolves,Premier League,3:2,"['2.06', '3.25', '3.99']",2019-09-01
Chelsea,Sheffield Utd,Premier League,2:2,"['1.40', '4.77', '8.18']",2019-08-31
Crystal Palace,Aston Villa,Premier League,1:0,"['2.26', '3.38', '3.27']",2019-08-31
Leicester,Bournemouth,Premier League,3:1,"['1.67', '4.02', '5.12']",2019-08-31
Manchester City,Brighton,Premier League,4:0,"['1.09', '11.29', '29.32']",2019-08-31
Newcastle,Watford,Premier League,1:1,"['2.51', '3.18', '3.01']",2019-08-31
Southampton,Manchester Utd,Premier League,1:1,"['4.05', '3.52', '1.95']",2019-08-31
West Ham,Norwich,Premier League,2:0,"['1.88', '4.00', '3.80']",2019-08-31
Burnley,Liverpool,Premier League,0:3,"['8.71', '5.40', '1.34']",2019-08-31
Bournemouth,Manchester City,Premier League,1:3,"['16.31', '8.32', '1.17']",2019-08-25
Tottenham,Newcastle,Premier League,0:1,"['1.27', '5.98', '10.85']",2019-08-25
Wolves,Burnley,Premier League,1:1,"['1.78', '3.46', '5.21']",2019-08-25
Watford,West Ham,Premier League,1:3,"['2.18', '3.51', '3.32']",2019-08-24
Manchester Utd,Crystal Palace,Premier League,1:2,"['1.34', '5.29', '9.27']",2019-08-24
Norwich,Chelsea,Premier League,2:3,"['4.20', '3.86', '1.83']",2019-08-24
Sheffield Utd,Leicester,Premier League,1:2,"['3.23', '3.26', '2.33']",2019-08-24
Liverpool,Arsenal,Premier League,3:1,"['1.46', '4.94', '6.36']",2019-08-24
Brighton,Southampton,Premier League,0:2,"['2.34', '3.27', '3.23']",2019-08-24
Aston Villa,Everton,Premier League,2:0,"['3.01', '3.38', '2.40']",2019-08-23
Wolves,Manchester Utd,Premier League,1:1,"['3.01', '3.28', '2.45']",2019-08-19
Chelsea,Leicester,Premier League,1:1,"['1.72', '3.82', '5.04']",2019-08-18
Sheffield Utd,Crystal Palace,Premier League,1:0,"['2.50', '3.23', '2.99']",2019-08-18
Everton,Watford,Premier League,1:0,"['1.82', '3.69', '4.55']",2019-08-17
Southampton,Liverpool,Premier League,1:2,"['6.52', '4.55', '1.49']",2019-08-17
Norwich,Newcastle,Premier League,3:1,"['2.13', '3.42', '3.55']",2019-08-17
Manchester City,Tottenham,Premier League,2:2,"['1.36', '5.45', '8.08']",2019-08-17
Aston Villa,Bournemouth,Premier League,1:2,"['2.25', '3.62', '3.10']",2019-08-17
Brighton,West Ham,Premier League,1:1,"['2.21', '3.44', '3.35']",2019-08-17
Arsenal,Burnley,Premier League,2:1,"['1.35', '5.29', '8.87']",2019-08-17
Leicester,Wolves,Premier League,0:0,"['2.40', '3.13', '3.27']",2019-08-11
Manchester Utd,Chelsea,Premier League,4:0,"['2.04', '3.36', '3.98']",2019-08-11
Newcastle,Arsenal,Premier League,0:1,"['3.37', '3.50', '2.19']",2019-08-11
Watford,Brighton,Premier League,0:3,"['2.07', '3.25', '4.02']",2019-08-10
Crystal Palace,Everton,Premier League,0:0,"['3.39', '3.37', '2.22']",2019-08-10
Tottenham,Aston Villa,Premier League,3:1,"['1.36', '5.32', '8.65']",2019-08-10
West Ham,Manchester City,Premier League,0:5,"['11.07', '6.44', '1.25']",2019-08-10
Burnley,Southampton,Premier League,3:0,"['2.65', '3.17', '2.87']",2019-08-10
Bournemouth,Sheffield Utd,Premier League,1:1,"['1.97', '3.57', '3.95']",2019-08-10
Liverpool,Norwich,Premier League,4:1,"['1.13', '9.48', '19.03']",2019-08-09
