homeTeam,awayTeam,league,result,odds,date
West Ham,Manchester City,premier,0:2,"['7.82', '5.30', '1.37']",2022-08-07
Manchester Utd,Brighton,premier,1:2,"['1.78', '3.72', '4.71']",2022-08-07
Bournemouth,Aston Villa,premier,2:0,"['3.88', '3.47', '2.01']",2022-08-06
Newcastle,Nottingham,premier,2:0,"['1.60', '4.02', '5.91']",2022-08-06
Everton,Chelsea,premier,0:1,"['6.51', '4.06', '1.55']",2022-08-06
Tottenham,Southampton,premier,4:1,"['1.38', '5.14', '8.09']",2022-08-06
Leeds,Wolves,premier,2:1,"['2.44', '3.34', '2.99']",2022-08-06
Fulham,Liverpool,premier,2:2,"['10.38', '5.97', '1.29']",2022-08-06
Crystal Palace,Arsenal,premier,0:2,"['4.78', '3.57', '1.80']",2022-08-05
Brentford,Leeds,premier,1:2,"['2.32', '3.78', '2.88']",2022-05-22
Arsenal,Everton,premier,5:1,"['1.34', '5.50', '8.97']",2022-05-22
Brighton,West Ham,premier,3:1,"['2.66', '3.47', '2.66']",2022-05-22
Burnley,Newcastle,premier,1:2,"['2.47', '3.27', '3.02']",2022-05-22
Chelsea,Watford,premier,2:1,"['1.19', '7.43', '15.66']",2022-05-22
Crystal Palace,Manchester Utd,premier,1:0,"['2.81', '3.48', '2.50']",2022-05-22
Leicester,Southampton,premier,4:1,"['1.70', '4.25', '4.52']",2022-05-22
Liverpool,Wolves,premier,3:1,"['1.14', '9.15', '19.22']",2022-05-22
Manchester City,Aston Villa,premier,3:2,"['1.17', '8.19', '15.64']",2022-05-22
Norwich,Tottenham,premier,0:5,"['10.02', '5.59', '1.31']",2022-05-22
Aston Villa,Burnley,premier,1:1,"['2.03', '3.46', '3.84']",2022-05-19
Chelsea,Leicester,premier,1:1,"['1.42', '4.91', '7.54']",2022-05-19
Everton,Crystal Palace,premier,3:2,"['1.86', '3.51', '4.58']",2022-05-19
Southampton,Liverpool,premier,1:2,"['6.63', '4.89', '1.46']",2022-05-17
Newcastle,Arsenal,premier,2:0,"['4.30', '3.80', '1.83']",2022-05-16
Aston Villa,Crystal Palace,premier,1:1,"['1.86', '3.54', '4.48']",2022-05-15
Everton,Brentford,premier,2:3,"['1.90', '3.59', '4.22']",2022-05-15
Leeds,Brighton,premier,1:1,"['2.64', '3.45', '2.69']",2022-05-15
Tottenham,Burnley,premier,1:0,"['1.31', '5.55', '10.27']",2022-05-15
Watford,Leicester,premier,1:5,"['5.08', '3.95', '1.70']",2022-05-15
West Ham,Manchester City,premier,2:2,"['7.92', '5.17', '1.38']",2022-05-15
Wolves,Norwich,premier,1:1,"['1.54', '4.43', '6.07']",2022-05-15
Tottenham,Arsenal,premier,3:0,"['2.27', '3.45', '3.22']",2022-05-12
Leeds,Chelsea,premier,0:3,"['4.87', '4.11', '1.68']",2022-05-11
Watford,Everton,premier,0:0,"['5.71', '3.77', '1.66']",2022-05-11
Leicester,Norwich,premier,3:0,"['1.33', '5.57', '9.08']",2022-05-11
Wolves,Manchester City,premier,1:5,"['12.06', '6.14', '1.26']",2022-05-11
Aston Villa,Liverpool,premier,1:2,"['6.41', '4.54', '1.51']",2022-05-10
Arsenal,Leeds,premier,2:1,"['1.52', '4.52', '6.19']",2022-05-08
Leicester,Everton,premier,1:2,"['2.66', '3.25', '2.79']",2022-05-08
Manchester City,Newcastle,premier,5:0,"['1.17', '7.87', '16.52']",2022-05-08
Norwich,West Ham,premier,0:4,"['4.85', '4.01', '1.70']",2022-05-08
Chelsea,Wolves,premier,2:2,"['1.37', '4.89', '9.28']",2022-05-07
Liverpool,Tottenham,premier,1:1,"['1.43', '5.08', '7.04']",2022-05-07
Crystal Palace,Watford,premier,1:0,"['1.68', '3.83', '5.38']",2022-05-07
Brighton,Manchester Utd,premier,4:0,"['3.03', '3.34', '2.44']",2022-05-07
Burnley,Aston Villa,premier,1:3,"['3.09', '3.16', '2.49']",2022-05-07
Brentford,Southampton,premier,3:0,"['2.11', '3.51', '3.54']",2022-05-07
Manchester Utd,Brentford,premier,3:0,"['1.75', '3.95', '4.59']",2022-05-02
Everton,Chelsea,premier,1:0,"['5.10', '3.83', '1.71']",2022-05-01
Tottenham,Leicester,premier,3:1,"['1.36', '5.28', '8.92']",2022-05-01
West Ham,Arsenal,premier,1:2,"['4.42', '3.92', '1.79']",2022-05-01
Southampton,Crystal Palace,premier,1:2,"['2.46', '3.16', '3.14']",2022-04-30
Watford,Burnley,premier,1:2,"['2.62', '3.20', '2.87']",2022-04-30
Wolves,Brighton,premier,0:3,"['2.75', '2.99', '2.93']",2022-04-30
Newcastle,Liverpool,premier,0:1,"['6.49', '4.33', '1.53']",2022-04-30
Aston Villa,Norwich,premier,2:0,"['1.42', '4.81', '7.86']",2022-04-30
Leeds,Manchester City,premier,0:4,"['9.56', '5.76', '1.31']",2022-04-30
Manchester Utd,Chelsea,premier,1:1,"['3.50', '3.62', '2.08']",2022-04-28
Crystal Palace,Leeds,premier,0:0,"['2.41', '3.43', '2.98']",2022-04-25
Brighton,Southampton,premier,2:2,"['2.08', '3.40', '3.81']",2022-04-24
Burnley,Wolves,premier,1:0,"['2.54', '3.13', '3.05']",2022-04-24
Chelsea,West Ham,premier,1:0,"['1.42', '4.80', '7.91']",2022-04-24
Liverpool,Everton,premier,2:0,"['1.19', '7.36', '15.19']",2022-04-24
Manchester City,Watford,premier,5:1,"['1.11', '10.07', '25.03']",2022-04-23
Norwich,Newcastle,premier,0:3,"['3.45', '3.30', '2.22']",2022-04-23
Brentford,Tottenham,premier,0:0,"['4.83', '3.94', '1.72']",2022-04-23
Arsenal,Manchester Utd,premier,3:1,"['2.04', '3.63', '3.64']",2022-04-23
Leicester,Aston Villa,premier,0:0,"['2.96', '3.36', '2.47']",2022-04-23
Burnley,Southampton,premier,2:0,"['2.65', '3.34', '2.75']",2022-04-21
Manchester City,Brighton,premier,3:0,"['1.23', '6.41', '14.23']",2022-04-20
Newcastle,Crystal Palace,premier,1:0,"['2.29', '3.19', '3.44']",2022-04-20
Chelsea,Arsenal,premier,2:4,"['1.91', '3.48', '4.36']",2022-04-20
Everton,Leicester,premier,1:1,"['2.57', '3.30', '2.88']",2022-04-20
Liverpool,Manchester Utd,premier,4:0,"['1.34', '5.63', '8.65']",2022-04-19
Newcastle,Leicester,premier,2:1,"['2.04', '3.52', '3.75']",2022-04-17
West Ham,Burnley,premier,1:1,"['1.79', '3.71', '4.68']",2022-04-17
Tottenham,Brighton,premier,0:1,"['1.51', '4.43', '6.46']",2022-04-16
Watford,Brentford,premier,1:2,"['2.96', '3.32', '2.49']",2022-04-16
Southampton,Arsenal,premier,1:0,"['3.99', '3.70', '1.93']",2022-04-16
Manchester Utd,Norwich,premier,3:2,"['1.28', '6.26', '10.26']",2022-04-16
Brentford,West Ham,premier,2:0,"['2.69', '3.27', '2.74']",2022-04-10
Leicester,Crystal Palace,premier,2:1,"['2.51', '3.27', '2.95']",2022-04-10
Manchester City,Liverpool,premier,2:2,"['1.97', '3.73', '3.77']",2022-04-10
Norwich,Burnley,premier,2:0,"['3.12', '3.36', '2.36']",2022-04-10
Arsenal,Brighton,premier,1:2,"['1.64', '3.74', '6.04']",2022-04-09
Aston Villa,Tottenham,premier,0:4,"['3.35', '3.50', '2.19']",2022-04-09
Everton,Manchester Utd,premier,1:0,"['4.01', '3.77', '1.90']",2022-04-09
Southampton,Chelsea,premier,0:6,"['3.83', '3.58', '2.00']",2022-04-09
Watford,Leeds,premier,0:3,"['2.80', '3.42', '2.56']",2022-04-09
Newcastle,Wolves,premier,1:0,"['2.00', '3.27', '4.24']",2022-04-08
Burnley,Everton,premier,3:2,"['2.56', '3.09', '3.06']",2022-04-06
Crystal Palace,Arsenal,premier,3:0,"['4.06', '3.38', '2.00']",2022-04-04
Tottenham,Newcastle,premier,5:1,"['1.55', '4.21', '6.24']",2022-04-03
West Ham,Everton,premier,2:1,"['1.79', '3.75', '4.69']",2022-04-03
Brighton,Norwich,premier,0:0,"['1.49', '4.24', '7.35']",2022-04-02
Burnley,Manchester City,premier,0:2,"['16.54', '6.87', '1.20']",2022-04-02
Chelsea,Brentford,premier,1:4,"['1.40', '4.66', '9.05']",2022-04-02
Leeds,Southampton,premier,1:1,"['2.44', '3.59', '2.82']",2022-04-02
Liverpool,Watford,premier,2:0,"['1.16', '8.32', '17.88']",2022-04-02
Manchester Utd,Leicester,premier,1:1,"['1.57', '4.39', '5.65']",2022-04-02
Wolves,Aston Villa,premier,2:1,"['3.05', '3.07', '2.59']",2022-04-02
Leicester,Brentford,premier,2:1,"['2.13', '3.38', '3.59']",2022-03-20
Tottenham,West Ham,premier,3:1,"['1.72', '3.81', '5.13']",2022-03-20
Aston Villa,Arsenal,premier,0:1,"['2.97', '3.39', '2.45']",2022-03-19
Wolves,Leeds,premier,2:3,"['2.22', '3.36', '3.43']",2022-03-18
Everton,Newcastle,premier,1:0,"['2.42', '3.21', '3.17']",2022-03-17
Brighton,Tottenham,premier,0:2,"['3.63', '3.38', '2.13']",2022-03-16
Arsenal,Liverpool,premier,0:2,"['3.60', '3.65', '2.05']",2022-03-16
Crystal Palace,Manchester City,premier,0:0,"['9.88', '5.41', '1.33']",2022-03-14
Chelsea,Newcastle,premier,1:0,"['1.40', '4.81', '8.34']",2022-03-13
Everton,Wolves,premier,0:1,"['2.27', '3.12', '3.57']",2022-03-13
Leeds,Norwich,premier,2:1,"['1.63', '4.18', '5.41']",2022-03-13
Southampton,Watford,premier,1:2,"['1.65', '4.06', '5.31']",2022-03-13
West Ham,Aston Villa,premier,2:1,"['2.51', '3.29', '2.95']",2022-03-13
Arsenal,Leicester,premier,2:0,"['1.43', '4.89', '7.46']",2022-03-13
Brighton,Liverpool,premier,0:2,"['6.83', '4.64', '1.47']",2022-03-12
Manchester Utd,Tottenham,premier,3:2,"['2.32', '3.51', '3.09']",2022-03-12
Brentford,Burnley,premier,2:0,"['2.11', '3.28', '3.80']",2022-03-12
Norwich,Chelsea,premier,1:3,"['9.61', '4.90', '1.36']",2022-03-10
Southampton,Newcastle,premier,1:2,"['1.97', '3.54', '4.02']",2022-03-10
Leeds,Aston Villa,premier,0:3,"['2.84', '3.56', '2.45']",2022-03-10
Wolves,Watford,premier,4:0,"['1.92', '3.43', '4.37']",2022-03-10
Tottenham,Everton,premier,5:0,"['1.71', '3.92', '4.98']",2022-03-07
Manchester City,Manchester Utd,premier,4:1,"['1.40', '5.06', '7.89']",2022-03-06
Watford,Arsenal,premier,2:3,"['6.64', '4.24', '1.53']",2022-03-06
Wolves,Crystal Palace,premier,0:2,"['2.37', '3.01', '3.47']",2022-03-05
Norwich,Brentford,premier,1:3,"['3.11', '3.15', '2.46']",2022-03-05
Newcastle,Brighton,premier,2:1,"['2.66', '3.10', '2.90']",2022-03-05
Liverpool,West Ham,premier,1:0,"['1.25', '6.63', '11.30']",2022-03-05
Burnley,Chelsea,premier,0:4,"['7.45', '4.06', '1.51']",2022-03-05
Aston Villa,Southampton,premier,4:0,"['2.23', '3.54', '3.22']",2022-03-05
Leicester,Leeds,premier,1:0,"['2.02', '3.79', '3.57']",2022-03-05
Burnley,Leicester,premier,0:2,"['2.90', '3.27', '2.52']",2022-03-01
West Ham,Wolves,premier,1:0,"['1.94', '3.33', '4.41']",2022-02-27
Everton,Manchester City,premier,0:1,"['12.35', '6.19', '1.25']",2022-02-26
Leeds,Tottenham,premier,0:4,"['3.70', '3.76', '1.96']",2022-02-26
Manchester Utd,Watford,premier,0:0,"['1.37', '5.00', '8.54']",2022-02-26
Crystal Palace,Burnley,premier,1:1,"['1.90', '3.32', '4.58']",2022-02-26
Brighton,Aston Villa,premier,0:2,"['2.22', '3.25', '3.44']",2022-02-26
Brentford,Newcastle,premier,0:2,"['2.37', '3.09', '3.32']",2022-02-26
Southampton,Norwich,premier,2:0,"['1.51', '4.39', '6.50']",2022-02-25
Arsenal,Wolves,premier,2:1,"['1.66', '3.68', '5.80']",2022-02-24
Liverpool,Leeds,premier,6:0,"['1.18', '8.01', '14.62']",2022-02-23
Watford,Crystal Palace,premier,1:4,"['2.95', '3.11', '2.60']",2022-02-23
Burnley,Tottenham,premier,1:0,"['4.57', '3.58', '1.83']",2022-02-23
Leeds,Manchester Utd,premier,2:4,"['4.72', '4.08', '1.71']",2022-02-20
Wolves,Leicester,premier,2:1,"['2.21', '3.22', '3.56']",2022-02-20
West Ham,Newcastle,premier,1:1,"['1.66', '3.98', '5.32']",2022-02-19
Southampton,Everton,premier,2:0,"['2.08', '3.52', '3.56']",2022-02-19
Manchester City,Tottenham,premier,2:3,"['1.28', '5.98', '10.91']",2022-02-19
Crystal Palace,Chelsea,premier,0:1,"['5.51', '3.70', '1.69']",2022-02-19
Liverpool,Norwich,premier,3:1,"['1.13', '9.23', '22.48']",2022-02-19
Brighton,Burnley,premier,0:3,"['1.63', '3.74', '6.16']",2022-02-19
Arsenal,Brentford,premier,2:1,"['1.54', '3.91', '7.18']",2022-02-19
Aston Villa,Watford,premier,0:1,"['1.65', '3.91', '5.51']",2022-02-19
Manchester Utd,Brighton,premier,2:0,"['1.84', '3.56', '4.58']",2022-02-15
Burnley,Liverpool,premier,0:1,"['12.97', '6.66', '1.23']",2022-02-13
Leicester,West Ham,premier,2:2,"['2.86', '3.48', '2.46']",2022-02-13
Newcastle,Aston Villa,premier,1:0,"['2.77', '3.37', '2.59']",2022-02-13
Tottenham,Wolves,premier,0:2,"['1.69', '3.68', '5.53']",2022-02-13
Norwich,Manchester City,premier,0:4,"['16.19', '7.27', '1.19']",2022-02-12
Watford,Brighton,premier,0:2,"['3.73', '3.26', '2.13']",2022-02-12
Manchester Utd,Southampton,premier,1:1,"['1.56', '4.44', '5.70']",2022-02-12
Everton,Leeds,premier,3:0,"['2.48', '3.53', '2.80']",2022-02-12
Brentford,Crystal Palace,premier,0:0,"['2.89', '3.06', '2.70']",2022-02-12
Liverpool,Leicester,premier,2:0,"['1.21', '7.25', '12.75']",2022-02-10
Wolves,Arsenal,premier,0:1,"['3.64', '3.17', '2.22']",2022-02-10
Aston Villa,Leeds,premier,3:3,"['1.91', '3.80', '3.92']",2022-02-09
Manchester City,Brentford,premier,2:0,"['1.09', '10.91', '30.08']",2022-02-09
Norwich,Crystal Palace,premier,1:1,"['3.52', '3.24', '2.22']",2022-02-09
Tottenham,Southampton,premier,2:3,"['1.58', '4.17', '5.85']",2022-02-09
West Ham,Watford,premier,1:0,"['1.54', '4.22', '6.39']",2022-02-08
Burnley,Manchester Utd,premier,1:1,"['6.16', '4.18', '1.56']",2022-02-08
Newcastle,Everton,premier,3:1,"['2.51', '3.33', '2.90']",2022-02-08
Burnley,Watford,premier,0:0,"['2.19', '3.25', '3.59']",2022-02-05
Arsenal,Burnley,premier,0:0,"['1.30', '5.41', '11.09']",2022-01-23
Chelsea,Tottenham,premier,2:0,"['1.73', '3.76', '5.02']",2022-01-23
Crystal Palace,Liverpool,premier,1:3,"['5.87', '4.13', '1.58']",2022-01-23
Leicester,Brighton,premier,1:1,"['2.57', '3.41', '2.76']",2022-01-23
Brentford,Wolves,premier,1:2,"['2.47', '3.05', '3.20']",2022-01-22
Everton,Aston Villa,premier,0:1,"['2.74', '3.39', '2.61']",2022-01-22
Leeds,Newcastle,premier,0:1,"['1.89', '3.86', '3.93']",2022-01-22
Manchester Utd,West Ham,premier,1:0,"['2.08', '3.61', '3.51']",2022-01-22
Southampton,Manchester City,premier,1:1,"['10.85', '5.91', '1.28']",2022-01-22
Watford,Norwich,premier,0:3,"['2.03', '3.49', '3.77']",2022-01-21
Leicester,Tottenham,premier,2:3,"['3.20', '3.39', '2.28']",2022-01-19
Brentford,Manchester Utd,premier,1:3,"['4.53', '3.68', '1.81']",2022-01-19
Brighton,Chelsea,premier,1:1,"['5.49', '3.76', '1.67']",2022-01-18
Liverpool,Brentford,premier,3:0,"['1.27', '6.11', '11.20']",2022-01-16
West Ham,Leeds,premier,2:3,"['1.67', '4.20', '4.87']",2022-01-16
Aston Villa,Manchester Utd,premier,2:2,"['2.55', '3.47', '2.76']",2022-01-15
Manchester City,Chelsea,premier,1:0,"['1.63', '4.17', '5.25']",2022-01-15
Newcastle,Watford,premier,1:1,"['1.83', '3.74', '4.32']",2022-01-15
Norwich,Everton,premier,2:1,"['3.39', '3.31', '2.23']",2022-01-15
Wolves,Southampton,premier,3:1,"['2.43', '3.07', '3.25']",2022-01-15
Brighton,Crystal Palace,premier,1:1,"['2.03', '3.36', '3.94']",2022-01-14
West Ham,Norwich,premier,2:0,"['1.40', '4.95', '7.93']",2022-01-12
Southampton,Brentford,premier,4:1,"['2.17', '3.28', '3.57']",2022-01-11
Manchester Utd,Wolves,premier,0:1,"['1.67', '3.76', '5.57']",2022-01-03
Brentford,Aston Villa,premier,2:1,"['2.86', '3.21', '2.58']",2022-01-02
Chelsea,Liverpool,premier,2:2,"['2.61', '3.47', '2.67']",2022-01-02
Everton,Brighton,premier,2:3,"['2.83', '3.09', '2.70']",2022-01-02
Leeds,Burnley,premier,3:1,"['2.04', '3.57', '3.62']",2022-01-02
Arsenal,Manchester City,premier,1:2,"['5.21', '4.18', '1.63']",2022-01-01
Crystal Palace,West Ham,premier,2:3,"['3.40', '3.31', '2.22']",2022-01-01
Watford,Tottenham,premier,0:1,"['5.62', '4.06', '1.61']",2022-01-01
Manchester Utd,Burnley,premier,3:1,"['1.37', '4.97', '8.95']",2021-12-30
Brentford,Manchester City,premier,0:1,"['16.45', '8.29', '1.16']",2021-12-29
Chelsea,Brighton,premier,1:1,"['1.35', '4.93', '10.13']",2021-12-29
Southampton,Tottenham,premier,1:1,"['3.71', '3.40', '2.08']",2021-12-28
Watford,West Ham,premier,1:4,"['3.52', '3.69', '2.04']",2021-12-28
Leicester,Liverpool,premier,1:0,"['8.73', '6.07', '1.31']",2021-12-28
Crystal Palace,Norwich,premier,3:0,"['1.74', '3.56', '5.27']",2021-12-28
Newcastle,Manchester Utd,premier,1:1,"['6.43', '4.65', '1.49']",2021-12-27
Aston Villa,Chelsea,premier,1:3,"['5.16', '3.73', '1.71']",2021-12-26
Brighton,Brentford,premier,2:0,"['1.94', '3.39', '4.29']",2021-12-26
Manchester City,Leicester,premier,6:3,"['1.13', '9.82', '18.09']",2021-12-26
Norwich,Arsenal,premier,0:5,"['6.44', '4.44', '1.51']",2021-12-26
Tottenham,Crystal Palace,premier,3:0,"['1.71', '3.78', '5.11']",2021-12-26
West Ham,Southampton,premier,2:3,"['1.95', '3.64', '3.93']",2021-12-26
Tottenham,Liverpool,premier,2:2,"['4.82', '4.11', '1.68']",2021-12-19
Wolves,Chelsea,premier,0:0,"['5.43', '3.42', '1.76']",2021-12-19
Newcastle,Manchester City,premier,0:4,"['20.78', '9.40', '1.13']",2021-12-19
Leeds,Arsenal,premier,1:4,"['5.71', '4.28', '1.58']",2021-12-18
Chelsea,Everton,premier,1:1,"['1.20', '6.78', '16.65']",2021-12-16
Liverpool,Newcastle,premier,3:1,"['1.11', '10.44', '24.08']",2021-12-16
Arsenal,West Ham,premier,2:0,"['2.08', '3.56', '3.56']",2021-12-15
Brighton,Wolves,premier,0:1,"['2.08', '3.15', '4.13']",2021-12-15
Crystal Palace,Southampton,premier,2:2,"['2.10', '3.36', '3.71']",2021-12-15
Manchester City,Leeds,premier,7:0,"['1.15', '9.01', '17.37']",2021-12-14
Norwich,Aston Villa,premier,0:2,"['3.68', '3.35', '2.11']",2021-12-14
Crystal Palace,Everton,premier,3:1,"['2.24', '3.18', '3.53']",2021-12-12
Leicester,Newcastle,premier,4:0,"['1.73', '3.97', '4.63']",2021-12-12
Burnley,West Ham,premier,0:0,"['3.42', '3.45', '2.16']",2021-12-12
Arsenal,Southampton,premier,3:0,"['1.74', '3.89', '4.71']",2021-12-11
Chelsea,Leeds,premier,3:2,"['1.24', '6.55', '12.75']",2021-12-11
Liverpool,Aston Villa,premier,1:0,"['1.24', '6.70', '11.93']",2021-12-11
Manchester City,Wolves,premier,1:0,"['1.17', '7.69', '18.43']",2021-12-11
Norwich,Manchester Utd,premier,0:1,"['7.31', '4.85', '1.43']",2021-12-11
Brentford,Watford,premier,2:1,"['2.51', '3.31', '2.91']",2021-12-10
Everton,Arsenal,premier,2:1,"['3.52', '3.42', '2.15']",2021-12-06
Leeds,Brentford,premier,2:2,"['1.83', '3.50', '4.74']",2021-12-05
Manchester Utd,Crystal Palace,premier,1:0,"['1.51', '4.42', '6.38']",2021-12-05
Tottenham,Norwich,premier,3:0,"['1.45', '4.47', '7.57']",2021-12-05
Aston Villa,Leicester,premier,2:1,"['2.24', '3.43', '3.27']",2021-12-05
Wolves,Liverpool,premier,0:1,"['8.44', '5.00', '1.38']",2021-12-04
West Ham,Chelsea,premier,3:2,"['4.81', '3.64', '1.79']",2021-12-04
Watford,Manchester City,premier,1:3,"['13.38', '7.09', '1.21']",2021-12-04
Southampton,Brighton,premier,1:1,"['2.53', '3.15', '3.01']",2021-12-04
Newcastle,Burnley,premier,1:0,"['2.34', '3.43', '3.06']",2021-12-04
Manchester Utd,Arsenal,premier,3:2,"['2.07', '3.63', '3.49']",2021-12-02
Tottenham,Brentford,premier,2:0,"['1.65', '3.89', '5.47']",2021-12-02
Southampton,Leicester,premier,2:2,"['2.33', '3.44', '3.09']",2021-12-01
Wolves,Burnley,premier,0:0,"['1.94', '3.36', '4.32']",2021-12-01
Watford,Chelsea,premier,1:2,"['9.85', '5.27', '1.33']",2021-12-01
West Ham,Brighton,premier,1:1,"['1.99', '3.41', '4.07']",2021-12-01
Everton,Liverpool,premier,1:4,"['8.56', '5.11', '1.37']",2021-12-01
Aston Villa,Manchester City,premier,1:2,"['7.40', '4.61', '1.45']",2021-12-01
Leeds,Crystal Palace,premier,1:0,"['2.25', '3.34', '3.33']",2021-11-30
Newcastle,Norwich,premier,1:1,"['2.09', '3.49', '3.61']",2021-11-30
Brentford,Everton,premier,1:0,"['2.24', '3.21', '3.49']",2021-11-28
Chelsea,Manchester Utd,premier,1:1,"['1.55', '4.16', '6.25']",2021-11-28
Leicester,Watford,premier,4:2,"['1.70', '3.87', '5.10']",2021-11-28
Manchester City,West Ham,premier,2:1,"['1.27', '6.16', '10.91']",2021-11-28
Crystal Palace,Aston Villa,premier,1:2,"['2.31', '3.23', '3.30']",2021-11-27
Liverpool,Southampton,premier,4:0,"['1.25', '6.45', '11.28']",2021-11-27
Norwich,Wolves,premier,0:0,"['3.59', '3.27', '2.18']",2021-11-27
Brighton,Leeds,premier,0:0,"['2.18', '3.33', '3.50']",2021-11-27
Arsenal,Newcastle,premier,2:0,"['1.51', '4.53', '6.26']",2021-11-27
Manchester City,Everton,premier,3:0,"['1.20', '7.05', '14.49']",2021-11-21
Tottenham,Leeds,premier,2:1,"['1.61', '4.04', '5.73']",2021-11-21
Liverpool,Arsenal,premier,4:0,"['1.52', '4.70', '5.85']",2021-11-20
Watford,Manchester Utd,premier,4:1,"['6.46', '4.57', '1.49']",2021-11-20
Norwich,Southampton,premier,2:1,"['3.52', '3.43', '2.13']",2021-11-20
Newcastle,Brentford,premier,3:3,"['2.47', '3.39', '2.90']",2021-11-20
Wolves,West Ham,premier,1:0,"['3.14', '3.25', '2.39']",2021-11-20
Leicester,Chelsea,premier,0:3,"['4.90', '3.69', '1.76']",2021-11-20
Burnley,Crystal Palace,premier,3:3,"['2.82', '3.18', '2.67']",2021-11-20
Aston Villa,Brighton,premier,2:0,"['2.46', '3.29', '3.00']",2021-11-20
Arsenal,Watford,premier,1:0,"['1.45', '4.72', '7.10']",2021-11-07
Everton,Tottenham,premier,0:0,"['3.38', '3.28', '2.25']",2021-11-07
Leeds,Leicester,premier,1:1,"['2.66', '3.45', '2.65']",2021-11-07
West Ham,Liverpool,premier,3:2,"['4.47', '4.18', '1.72']",2021-11-07
Brentford,Norwich,premier,1:2,"['1.64', '3.96', '5.53']",2021-11-06
Brighton,Newcastle,premier,1:1,"['1.61', '4.08', '5.78']",2021-11-06
Chelsea,Burnley,premier,1:1,"['1.27', '5.68', '12.75']",2021-11-06
Crystal Palace,Wolves,premier,2:0,"['2.34', '3.11', '3.37']",2021-11-06
Manchester Utd,Manchester City,premier,0:2,"['4.68', '4.12', '1.71']",2021-11-06
Southampton,Aston Villa,premier,1:0,"['2.05', '3.62', '3.56']",2021-11-05
Wolves,Everton,premier,2:1,"['2.23', '3.19', '3.55']",2021-11-01
Aston Villa,West Ham,premier,1:4,"['2.97', '3.47', '2.38']",2021-10-31
Norwich,Leeds,premier,1:2,"['3.58', '3.63', '2.04']",2021-10-31
Watford,Southampton,premier,0:1,"['3.22', '3.45', '2.25']",2021-10-30
Tottenham,Manchester Utd,premier,0:3,"['3.11', '3.59', '2.26']",2021-10-30
Manchester City,Crystal Palace,premier,0:2,"['1.14', '8.62', '19.74']",2021-10-30
Newcastle,Chelsea,premier,0:3,"['7.88', '4.53', '1.44']",2021-10-30
Leicester,Arsenal,premier,0:2,"['2.51', '3.47', '2.79']",2021-10-30
Liverpool,Brighton,premier,2:2,"['1.27', '6.11', '10.52']",2021-10-30
Burnley,Brentford,premier,3:1,"['2.63', '3.14', '2.89']",2021-10-30
Brentford,Leicester,premier,1:2,"['2.77', '3.39', '2.59']",2021-10-24
Manchester Utd,Liverpool,premier,0:5,"['2.93', '3.59', '2.37']",2021-10-24
West Ham,Tottenham,premier,1:0,"['2.30', '3.50', '3.11']",2021-10-24
Brighton,Manchester City,premier,1:4,"['8.21', '4.80', '1.41']",2021-10-23
Chelsea,Norwich,premier,7:0,"['1.22', '6.67', '15.36']",2021-10-23
Crystal Palace,Newcastle,premier,1:1,"['1.91', '3.55', '4.23']",2021-10-23
Everton,Watford,premier,2:5,"['1.78', '3.64', '4.92']",2021-10-23
Leeds,Wolves,premier,1:1,"['2.42', '3.40', '2.97']",2021-10-23
Southampton,Burnley,premier,2:2,"['1.96', '3.61', '3.92']",2021-10-23
Arsenal,Aston Villa,premier,3:1,"['1.96', '3.65', '3.91']",2021-10-22
Arsenal,Crystal Palace,premier,2:2,"['1.61', '4.00', '5.86']",2021-10-18
Everton,West Ham,premier,0:1,"['2.83', '3.28', '2.61']",2021-10-17
Newcastle,Tottenham,premier,2:3,"['3.53', '3.61', '2.07']",2021-10-17
Aston Villa,Wolves,premier,2:3,"['2.13', '3.23', '3.82']",2021-10-16
Brentford,Chelsea,premier,0:1,"['5.69', '3.84', '1.65']",2021-10-16
Leicester,Manchester Utd,premier,4:2,"['3.66', '3.74', '2.00']",2021-10-16
Manchester City,Burnley,premier,2:0,"['1.14', '9.12', '19.60']",2021-10-16
Norwich,Brighton,premier,0:0,"['3.97', '3.48', '1.99']",2021-10-16
Southampton,Leeds,premier,1:0,"['2.16', '3.58', '3.33']",2021-10-16
Watford,Liverpool,premier,0:5,"['8.66', '5.51', '1.34']",2021-10-16
Tottenham,Aston Villa,premier,2:1,"['2.09', '3.42', '3.67']",2021-10-03
West Ham,Brentford,premier,1:2,"['1.77', '3.72', '4.79']",2021-10-03
Crystal Palace,Leicester,premier,2:2,"['2.81', '3.24', '2.64']",2021-10-03
Liverpool,Manchester City,premier,2:2,"['2.99', '3.56', '2.34']",2021-10-03
Brighton,Arsenal,premier,0:0,"['3.25', '3.27', '2.32']",2021-10-02
Burnley,Norwich,premier,0:0,"['1.96', '3.55', '4.00']",2021-10-02
Chelsea,Southampton,premier,3:1,"['1.42', '4.73', '8.02']",2021-10-02
Leeds,Watford,premier,1:0,"['1.75', '3.93', '4.59']",2021-10-02
Manchester Utd,Everton,premier,1:1,"['1.53', '4.23', '6.58']",2021-10-02
Wolves,Newcastle,premier,2:1,"['1.77', '3.73', '4.81']",2021-10-02
Crystal Palace,Brighton,premier,1:1,"['2.88', '3.09', '2.69']",2021-09-27
Southampton,Wolves,premier,0:1,"['2.20', '3.28', '3.53']",2021-09-26
